id,is_premium,title,topic_tags,difficulty,similar_questions,no_similar_questions,acceptance,accepted,submission,discussion_count,likes,dislikes,problem_URL
961,False,Long Pressed Name,"['Two Pointers', 'String']",Easy,['Maximum Matching of Players With Trainers'],1,32.653213357793895,179593,550001,90,2559,402,https://leetcode.com/problems/long-pressed-name/
962,False,Flip String to Monotone Increasing,"['String', 'Dynamic Programming']",Medium,['Minimum Cost to Make All Characters Equal'],1,61.708302977603346,210059,340407,78,4539,183,https://leetcode.com/problems/flip-string-to-monotone-increasing/
963,False,Three Equal Parts,"['Array', 'Math']",Hard,[],0,40.90205749377433,33835,82722,7,849,124,https://leetcode.com/problems/three-equal-parts/
964,False,Minimize Malware Spread II,"['Array', 'Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']",Hard,[],0,45.153016520367686,28343,62771,15,704,91,https://leetcode.com/problems/minimize-malware-spread-ii/
965,False,Unique Email Addresses,"['Array', 'Hash Table', 'String']",Easy,[],0,67.6944760007047,557155,823044,32,2779,360,https://leetcode.com/problems/unique-email-addresses/
966,False,Binary Subarrays With Sum,"['Array', 'Hash Table', 'Sliding Window', 'Prefix Sum']",Medium,"['Count Subarrays With Score Less Than K', 'Ways to Split Array Into Good Subarrays', 'Find All Possible Stable Binary Arrays I', 'Find All Possible Stable Binary Arrays II']",4,67.29393949187208,437274,649797,174,4592,158,https://leetcode.com/problems/binary-subarrays-with-sum/
967,False,Minimum Falling Path Sum,"['Array', 'Dynamic Programming', 'Matrix']",Medium,['Minimum Falling Path Sum II'],1,60.88698776216424,608080,998704,243,6850,169,https://leetcode.com/problems/minimum-falling-path-sum/
968,False,Beautiful Array,"['Array', 'Math', 'Divide and Conquer']",Medium,[],0,67.42601171560932,52833,78357,38,1129,1563,https://leetcode.com/problems/beautiful-array/
969,False,Number of Recent Calls,"['Design', 'Queue', 'Data Stream']",Easy,[],0,77.80972544734325,455713,585675,175,775,1138,https://leetcode.com/problems/number-of-recent-calls/
971,False,Shortest Bridge,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix']",Medium,['Minimum Number of Operations to Make X and Y Equal'],1,58.97463911612471,259098,439338,90,5688,219,https://leetcode.com/problems/shortest-bridge/
972,False,Knight Dialer,['Dynamic Programming'],Medium,[],0,61.48064341270941,195083,317308,80,3163,450,https://leetcode.com/problems/knight-dialer/
973,False,Stamping The Sequence,"['String', 'Stack', 'Greedy', 'Queue']",Hard,[],0,62.022471910112365,62652,101015,18,1570,222,https://leetcode.com/problems/stamping-the-sequence/
974,False,Reorder Data in Log Files,"['Array', 'String', 'Sorting']",Medium,[],0,56.848565623821976,402650,708286,33,2183,4413,https://leetcode.com/problems/reorder-data-in-log-files/
975,False,Range Sum of BST,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",Easy,[],0,87.52136197898724,1295692,1480430,154,7182,388,https://leetcode.com/problems/range-sum-of-bst/
976,False,Minimum Area Rectangle,"['Array', 'Hash Table', 'Math', 'Geometry', 'Sorting']",Medium,"['Minimum Rectangles to Cover Points', 'Maximum Area Rectangle With Point Constraints I', 'Maximum Area Rectangle With Point Constraints II']",3,55.1524852786135,171586,311112,25,2083,295,https://leetcode.com/problems/minimum-area-rectangle/
977,False,Distinct Subsequences II,"['String', 'Dynamic Programming']",Hard,"['Number of Unique Good Subsequences', 'Count K-Subsequences of a String With Maximum Beauty']",2,43.770661622303294,48592,111015,12,1806,39,https://leetcode.com/problems/distinct-subsequences-ii/
978,False,Valid Mountain Array,['Array'],Easy,"['Minimum Number of Removals to Make Mountain Array', 'Beautiful Towers I']",2,34.54968557385345,520233,1505757,59,3081,199,https://leetcode.com/problems/valid-mountain-array/
979,False,DI String Match,"['Array', 'Two Pointers', 'String', 'Greedy']",Easy,['Construct Smallest Number From DI String'],1,80.50306687772061,195294,242592,59,2577,1068,https://leetcode.com/problems/di-string-match/
980,False,Find the Shortest Superstring,"['Array', 'String', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']",Hard,"['Maximum Rows Covered by Columns', 'Find the Minimum Cost Array Permutation', 'Find the Shortest Superstring II']",3,44.71830053240802,33765,75506,27,1504,152,https://leetcode.com/problems/find-the-shortest-superstring/
981,False,Delete Columns to Make Sorted,"['Array', 'String']",Easy,[],0,74.89200711482538,212208,283352,107,1763,2907,https://leetcode.com/problems/delete-columns-to-make-sorted/
982,False,Minimum Increment to Make Array Unique,"['Array', 'Greedy', 'Sorting', 'Counting']",Medium,"['Minimum Operations to Make the Array Increasing', 'Maximum Product After K Increments', 'Minimum Number of Operations to Make Elements in Array Distinct']",3,60.45802442366337,262093,433513,151,2753,84,https://leetcode.com/problems/minimum-increment-to-make-array-unique/
983,False,Validate Stack Sequences,"['Array', 'Stack', 'Simulation']",Medium,[],0,69.91978451221004,354064,506386,47,6061,129,https://leetcode.com/problems/validate-stack-sequences/
984,False,Most Stones Removed with Same Row or Column,"['Hash Table', 'Depth-First Search', 'Union Find', 'Graph']",Medium,['Minimum Moves to Get a Peaceful Board'],1,62.481340467285015,372519,596209,187,6294,705,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/
985,False,Bag of Tokens,"['Array', 'Two Pointers', 'Greedy', 'Sorting']",Medium,[],0,59.32684848400388,255427,430542,117,3411,544,https://leetcode.com/problems/bag-of-tokens/
986,False,Largest Time for Given Digits,"['Array', 'String', 'Backtracking', 'Enumeration']",Medium,['Number of Valid Clock Times'],1,35.67386757585308,99610,279224,11,739,1071,https://leetcode.com/problems/largest-time-for-given-digits/
987,False,Reveal Cards In Increasing Order,"['Array', 'Queue', 'Sorting', 'Simulation']",Medium,[],0,83.44660032369052,225314,270010,226,3629,696,https://leetcode.com/problems/reveal-cards-in-increasing-order/
988,False,Flip Equivalent Binary Trees,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium,[],0,69.63788968186574,261600,375658,112,2868,120,https://leetcode.com/problems/flip-equivalent-binary-trees/
989,False,Largest Component Size by Common Factor,"['Array', 'Hash Table', 'Math', 'Union Find', 'Number Theory']",Hard,"['Groups of Strings', 'Distinct Prime Factors of Product of Array']",2,41.56940969639597,61477,147890,16,1704,95,https://leetcode.com/problems/largest-component-size-by-common-factor/
990,False,Verifying an Alien Dictionary,"['Array', 'Hash Table', 'String']",Easy,[],0,55.72000505627076,564221,1012601,153,5018,1674,https://leetcode.com/problems/verifying-an-alien-dictionary/
991,False,Array of Doubled Pairs,"['Array', 'Hash Table', 'Greedy', 'Sorting']",Medium,['Find Original Array From Doubled Array'],1,39.556790830046964,100907,255094,17,1564,183,https://leetcode.com/problems/array-of-doubled-pairs/
992,False,Delete Columns to Make Sorted II,"['Array', 'String', 'Greedy']",Medium,[],0,35.943360122464604,23480,65325,14,686,96,https://leetcode.com/problems/delete-columns-to-make-sorted-ii/
993,False,Tallest Billboard,"['Array', 'Dynamic Programming']",Hard,['Partition Array Into Two Arrays to Minimize Sum Difference'],1,51.84623479525828,67004,129236,78,2441,61,https://leetcode.com/problems/tallest-billboard/
994,False,Prison Cells After N Days,"['Array', 'Hash Table', 'Math', 'Bit Manipulation']",Medium,[],0,39.0133830607656,172809,442948,28,1547,1778,https://leetcode.com/problems/prison-cells-after-n-days/
998,False,Check Completeness of a Binary Tree,"['Tree', 'Breadth-First Search', 'Binary Tree']",Medium,[],0,58.73529876912751,304537,518492,55,4483,62,https://leetcode.com/problems/check-completeness-of-a-binary-tree/
999,False,Regions Cut By Slashes,"['Array', 'Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']",Medium,[],0,77.61147654081724,147371,189883,236,3966,863,https://leetcode.com/problems/regions-cut-by-slashes/
1000,False,Delete Columns to Make Sorted III,"['Array', 'String', 'Dynamic Programming']",Hard,[],0,59.27404597930599,17816,30057,6,624,14,https://leetcode.com/problems/delete-columns-to-make-sorted-iii/
1001,False,N-Repeated Element in Size 2N Array,"['Array', 'Hash Table']",Easy,[],0,77.73085088822735,273125,351373,18,1400,334,https://leetcode.com/problems/n-repeated-element-in-size-2n-array/
1002,False,Maximum Width Ramp,"['Array', 'Two Pointers', 'Stack', 'Monotonic Stack']",Medium,[],0,55.76970054331804,198621,356145,194,2800,95,https://leetcode.com/problems/maximum-width-ramp/
1003,False,Minimum Area Rectangle II,"['Array', 'Hash Table', 'Math', 'Geometry']",Medium,[],0,55.705251580973325,34442,61829,17,410,482,https://leetcode.com/problems/minimum-area-rectangle-ii/
1004,False,Least Operators to Express Number,"['Math', 'Dynamic Programming', 'Memoization']",Hard,[],0,48.50472620599739,11905,24544,4,326,71,https://leetcode.com/problems/least-operators-to-express-number/
1005,False,Univalued Binary Tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Easy,['Find All The Lonely Nodes'],1,72.49451149521357,260205,358931,19,1964,68,https://leetcode.com/problems/univalued-binary-tree/
1006,False,Vowel Spellchecker,"['Array', 'Hash Table', 'String']",Medium,[],0,61.52393494195165,134551,218697,167,829,994,https://leetcode.com/problems/vowel-spellchecker/
1007,False,Numbers With Same Consecutive Differences,"['Backtracking', 'Breadth-First Search']",Medium,[],0,58.922024623803004,150752,255850,14,2867,200,https://leetcode.com/problems/numbers-with-same-consecutive-differences/
1008,False,Binary Tree Cameras,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Binary Tree']",Hard,"['Distribute Coins in Binary Tree', 'Choose Edges to Maximize Score in a Tree']",2,47.46196204630329,174620,367917,30,5585,87,https://leetcode.com/problems/binary-tree-cameras/
1009,False,Pancake Sorting,"['Array', 'Two Pointers', 'Greedy', 'Sorting']",Medium,[],0,71.44425924110207,109298,152984,39,1578,1560,https://leetcode.com/problems/pancake-sorting/
1010,False,Powerful Integers,"['Hash Table', 'Math', 'Enumeration']",Medium,['Count the Number of Powerful Integers'],1,44.339284947237296,61934,139682,16,417,85,https://leetcode.com/problems/powerful-integers/
1011,False,Flip Binary Tree To Match Preorder Traversal,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium,[],0,51.37635624361289,47256,91981,9,990,282,https://leetcode.com/problems/flip-binary-tree-to-match-preorder-traversal/
1012,False,Equal Rational Numbers,"['Math', 'String']",Hard,[],0,45.258050286722536,9234,20403,3,104,218,https://leetcode.com/problems/equal-rational-numbers/
1014,False,K Closest Points to Origin,"['Array', 'Math', 'Divide and Conquer', 'Geometry', 'Sorting', 'Heap (Priority Queue)', 'Quickselect']",Medium,"['Kth Largest Element in an Array', 'Top K Frequent Elements', 'Top K Frequent Words', 'Find Nearest Point That Has the Same X or Y Coordinate', 'Minimum Rectangles to Cover Points', 'K-th Nearest Obstacle Queries']",6,68.36085839958473,1601408,2342584,73,8908,333,https://leetcode.com/problems/k-closest-points-to-origin/
1016,False,Subarray Sums Divisible by K,"['Array', 'Hash Table', 'Prefix Sum']",Medium,"['Subarray Sum Equals K', 'Make Sum Divisible by P', 'Count Number of Bad Pairs', 'Find the Divisibility Array of a String', 'Count of Interesting Subarrays', 'Maximum Subarray Sum With Length Divisible by K']",6,55.752399383098606,432714,776135,203,7646,339,https://leetcode.com/problems/subarray-sums-divisible-by-k/
1017,False,Odd Even Jump,"['Array', 'Dynamic Programming', 'Stack', 'Sorting', 'Monotonic Stack', 'Ordered Set']",Hard,[],0,40.8653472554529,99916,244502,67,2097,529,https://leetcode.com/problems/odd-even-jump/
1018,False,Largest Perimeter Triangle,"['Array', 'Math', 'Greedy', 'Sorting']",Easy,['Largest Triangle Area'],1,61.483058866611174,399592,649923,152,3358,439,https://leetcode.com/problems/largest-perimeter-triangle/
1019,False,Squares of a Sorted Array,"['Array', 'Two Pointers', 'Sorting']",Easy,"['Merge Sorted Array', 'Sort Transformed Array']",2,73.35502337297642,2371886,3233434,148,9862,261,https://leetcode.com/problems/squares-of-a-sorted-array/
1020,False,Longest Turbulent Subarray,"['Array', 'Dynamic Programming', 'Sliding Window']",Medium,"['Maximum Subarray', 'Longest Alternating Subarray']",2,48.413921008307945,127911,264203,33,2083,254,https://leetcode.com/problems/longest-turbulent-subarray/
1021,False,Distribute Coins in Binary Tree,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium,"['Sum of Distances in Tree', 'Binary Tree Cameras']",2,77.21715293012149,218583,283076,200,6010,245,https://leetcode.com/problems/distribute-coins-in-binary-tree/
1022,False,Unique Paths III,"['Array', 'Backtracking', 'Bit Manipulation', 'Matrix']",Hard,"['Sudoku Solver', 'Unique Paths II', 'Word Search II']",3,82.5676620054686,243388,294774,110,5416,196,https://leetcode.com/problems/unique-paths-iii/
1023,False,Time Based Key-Value Store,"['Hash Table', 'String', 'Binary Search', 'Design']",Medium,['Stock Price Fluctuation '],1,49.549762978847305,648374,1308529,147,5148,698,https://leetcode.com/problems/time-based-key-value-store/
1024,False,Triples with Bitwise AND Equal To Zero,"['Array', 'Hash Table', 'Bit Manipulation']",Hard,[],0,59.74214635917923,23030,38549,11,476,222,https://leetcode.com/problems/triples-with-bitwise-and-equal-to-zero/
1025,False,Minimum Cost For Tickets,"['Array', 'Dynamic Programming']",Medium,"['Coin Change', 'Most Expensive Item That Can Not Be Bought']",2,67.39745572342582,450645,668638,270,8694,185,https://leetcode.com/problems/minimum-cost-for-tickets/
1026,False,String Without AAA or BBB,"['String', 'Greedy']",Medium,[],0,44.73429277781653,57722,129033,16,859,376,https://leetcode.com/problems/string-without-aaa-or-bbb/
1027,False,Sum of Even Numbers After Queries,"['Array', 'Simulation']",Medium,[],0,68.65108517218549,151388,220518,17,2122,323,https://leetcode.com/problems/sum-of-even-numbers-after-queries/
1028,False,Interval List Intersections,"['Array', 'Two Pointers', 'Line Sweep']",Medium,"['Merge Intervals', 'Merge Sorted Array', 'Employee Free Time', 'Maximum Matching of Players With Trainers']",4,72.81655098395801,537341,737938,37,5833,128,https://leetcode.com/problems/interval-list-intersections/
1029,False,Vertical Order Traversal of a Binary Tree,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Sorting', 'Binary Tree']",Hard,[],0,52.45480007935941,653045,1244965,209,8410,4384,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/
1030,False,Smallest String Starting From Leaf,"['String', 'Backtracking', 'Tree', 'Depth-First Search', 'Binary Tree']",Medium,"['Sum Root to Leaf Numbers', 'Binary Tree Paths']",2,60.98355037697053,213539,350159,156,2384,336,https://leetcode.com/problems/smallest-string-starting-from-leaf/
1031,False,Add to Array-Form of Integer,"['Array', 'Math']",Easy,"['Add Two Numbers', 'Plus One', 'Add Binary', 'Add Strings']",4,45.13872973076852,317091,702478,159,3603,314,https://leetcode.com/problems/add-to-array-form-of-integer/
1032,False,Satisfiability of Equality Equations,"['Array', 'String', 'Union Find', 'Graph']",Medium,[],0,51.315996537886534,156522,305016,42,3958,67,https://leetcode.com/problems/satisfiability-of-equality-equations/
1033,False,Broken Calculator,"['Math', 'Greedy']",Medium,"['2 Keys Keyboard', 'Minimum Operations to Make the Integer Zero']",2,55.55005804106643,116764,210196,38,2804,214,https://leetcode.com/problems/broken-calculator/
1034,False,Subarrays with K Different Integers,"['Array', 'Hash Table', 'Sliding Window', 'Counting']",Hard,"['Longest Substring Without Repeating Characters', 'Longest Substring with At Most Two Distinct Characters', 'Longest Substring with At Most K Distinct Characters', 'Count Vowel Substrings of a String', 'Number of Unique Flavors After Sharing K Candies', 'K Divisible Elements Subarrays', 'Count Complete Subarrays in an Array']",7,66.88015159064248,340948,509789,196,6712,111,https://leetcode.com/problems/subarrays-with-k-different-integers/
